rank,dead,level,class,experience,challenges,twitch,ladder
9587,FALSE,95,Raider,2882633781,33,null,Harbinger
9588,FALSE,95,Pathfinder,2882629286,40,ultrazm,Harbinger
9588,FALSE,90,Hierophant,2009515731,19,null,Hardcore Harbinger
9588,FALSE,80,Saboteur,881390093,20,null,SSF Harbinger
9588,TRUE,67,Saboteur,299137002,14,null,SSF Harbinger HC
9589,FALSE,95,Raider,2882628898,30,null,Harbinger
9589,FALSE,90,Slayer,2009443630,21,twitchaudren,Hardcore Harbinger
9589,FALSE,80,Necromancer,881229793,14,null,SSF Harbinger
9589,TRUE,67,Gladiator,299116714,18,null,SSF Harbinger HC
9590,FALSE,80,Raider,881127322,14,null,SSF Harbinger
9590,TRUE,90,Occultist,2009386323,24,wabachaw,Hardcore Harbinger
9590,TRUE,67,Raider,299013359,16,null,SSF Harbinger HC
9590,FALSE,95,Berserker,2882625938,36,superode,Harbinger
9591,FALSE,95,Gladiator,2882625636,29,null,Harbinger
9591,TRUE,67,Raider,298965357,15,onewayheroics,SSF Harbinger HC
9591,FALSE,80,Ascendant,881121676,23,null,SSF Harbinger
9591,FALSE,90,Juggernaut,2009374671,24,null,Hardcore Harbinger
9592,FALSE,90,Chieftain,2009356037,24,null,Hardcore Harbinger
9592,FALSE,80,Gladiator,881086013,12,null,SSF Harbinger
9592,FALSE,95,Pathfinder,2882606620,32,booobazzzz,Harbinger
9592,TRUE,67,Inquisitor,298874148,17,null,SSF Harbinger HC
9593,FALSE,95,Pathfinder,2882599122,40,null,Harbinger
9593,FALSE,80,Elementalist,880872618,10,null,SSF Harbinger
9593,TRUE,67,Elementalist,298856680,9,null,SSF Harbinger HC
9593,TRUE,90,Trickster,2009329395,30,null,Hardcore Harbinger
9594,FALSE,95,Necromancer,2882590321,32,null,Harbinger
9594,TRUE,90,Hierophant,2009314424,20,null,Hardcore Harbinger
9594,FALSE,80,Slayer,880801663,17,null,SSF Harbinger
9594,FALSE,67,Berserker,298832239,24,null,SSF Harbinger HC
9595,TRUE,67,Slayer,298828169,19,null,SSF Harbinger HC
9595,FALSE,80,Slayer,880697112,30,null,SSF Harbinger
9595,TRUE,90,Chieftain,2009307302,24,thealv1n,Hardcore Harbinger
9596,TRUE,67,Raider,298812616,24,null,SSF Harbinger HC
9596,FALSE,80,Necromancer,880685283,15,null,SSF Harbinger
9596,TRUE,90,Necromancer,2009291810,23,null,Hardcore Harbinger
9596,FALSE,95,Pathfinder,2882568949,27,null,Harbinger
9597,FALSE,95,Berserker,2882568403,29,theslap,Harbinger
9597,TRUE,67,Hierophant,298759549,15,null,SSF Harbinger HC
9597,FALSE,90,Slayer,2009275175,26,null,Hardcore Harbinger
9597,FALSE,80,Necromancer,880634660,21,null,SSF Harbinger
9598,TRUE,90,Chieftain,2009242412,33,null,Hardcore Harbinger
9598,TRUE,67,Juggernaut,298753179,12,null,SSF Harbinger HC
9598,FALSE,95,Inquisitor,2882565300,26,dougieeeeeeee,Harbinger
9598,FALSE,80,Berserker,880537968,36,null,SSF Harbinger
9599,TRUE,67,Gladiator,298711140,18,null,SSF Harbinger HC
9599,TRUE,90,Champion,2009165785,36,holysmokez,Hardcore Harbinger
9599,FALSE,80,Hierophant,880499856,16,null,SSF Harbinger
9599,FALSE,95,Raider,2882558436,38,xjr199xx,Harbinger
9600,FALSE,80,Assassin,880244397,15,null,SSF Harbinger
9600,TRUE,67,Berserker,298707265,10,br0esel,SSF Harbinger HC
9600,FALSE,95,Raider,2882551463,36,null,Harbinger
9600,TRUE,90,Ascendant,2009057770,29,nihilisticape,Hardcore Harbinger
9601,FALSE,80,Necromancer,880180519,15,null,SSF Harbinger
9601,FALSE,90,Trickster,2009038545,24,null,Hardcore Harbinger
9601,TRUE,67,Inquisitor,298685760,16,null,SSF Harbinger HC
9601,FALSE,95,Chieftain,2882545361,36,null,Harbinger
9602,FALSE,95,Berserker,2882535797,40,null,Harbinger
9602,TRUE,90,Elementalist,2008999168,18,null,Hardcore Harbinger
9602,FALSE,80,Juggernaut,880072129,14,null,SSF Harbinger
9602,TRUE,67,Necromancer,298675658,19,null,SSF Harbinger HC
9603,FALSE,67,Trickster,298561506,27,null,SSF Harbinger HC
9603,FALSE,95,Ascendant,2882534165,36,null,Harbinger
9603,FALSE,80,Slayer,880066007,13,null,SSF Harbinger
9603,FALSE,90,Slayer,2008979709,20,null,Hardcore Harbinger
9604,FALSE,80,Slayer,880063725,29,null,SSF Harbinger
9604,TRUE,67,Gladiator,298404838,15,null,SSF Harbinger HC
9604,TRUE,90,Ascendant,2008905680,23,null,Hardcore Harbinger
9604,FALSE,95,Slayer,2882524548,33,null,Harbinger
9605,TRUE,90,Pathfinder,2008899055,29,silverwastes,Hardcore Harbinger
9605,FALSE,95,Necromancer,2882511954,24,null,Harbinger
9605,FALSE,80,Ascendant,880005903,20,null,SSF Harbinger
9605,TRUE,67,Raider,298237126,16,null,SSF Harbinger HC
9606,FALSE,90,Elementalist,2008890496,24,nathanielmessenger,Hardcore Harbinger
9606,TRUE,67,Necromancer,298228938,34,arialou,SSF Harbinger HC
9606,FALSE,80,Necromancer,879978553,22,null,SSF Harbinger
9606,FALSE,95,Slayer,2882506390,32,tinymonkeynz,Harbinger
9607,FALSE,80,Gladiator,879954926,17,null,SSF Harbinger
9607,TRUE,90,Occultist,2008867998,36,null,Hardcore Harbinger
9607,FALSE,95,Slayer,2882503743,27,null,Harbinger
9607,TRUE,67,Inquisitor,298177989,11,null,SSF Harbinger HC
9608,TRUE,67,Gladiator,298174982,17,borgalowseven,SSF Harbinger HC
9608,TRUE,90,Necromancer,2008735808,25,falseastronomy,Hardcore Harbinger
9608,FALSE,95,Berserker,2882495642,29,surawr,Harbinger
9608,FALSE,80,Berserker,879868589,15,null,SSF Harbinger
9609,TRUE,67,Raider,298088068,8,null,SSF Harbinger HC
9609,FALSE,80,Chieftain,879812528,14,null,SSF Harbinger
9609,TRUE,90,Necromancer,2008732875,25,null,Hardcore Harbinger
9609,FALSE,95,Berserker,2882491381,35,skyf0rth,Harbinger
9610,FALSE,90,Berserker,2008667764,25,null,Hardcore Harbinger
9610,TRUE,67,Chieftain,298029057,13,anorks,SSF Harbinger HC
9610,FALSE,95,Ascendant,2882489997,24,null,Harbinger
9610,FALSE,80,Berserker,879783974,19,null,SSF Harbinger
9611,FALSE,80,Assassin,879766617,24,null,SSF Harbinger
9611,FALSE,90,Gladiator,2008654100,24,fradastarcaller,Hardcore Harbinger
9611,TRUE,67,Juggernaut,297914047,10,null,SSF Harbinger HC
9611,FALSE,95,Berserker,2882474502,25,null,Harbinger
9612,FALSE,95,Pathfinder,2882473079,30,null,Harbinger
9612,FALSE,80,Inquisitor,879744360,12,null,SSF Harbinger
9612,FALSE,67,Necromancer,297865232,26,null,SSF Harbinger HC
9612,TRUE,90,Raider,2008638151,23,null,Hardcore Harbinger
9613,TRUE,90,Berserker,2008627299,20,null,Hardcore Harbinger
9613,TRUE,67,Elementalist,297724713,12,null,SSF Harbinger HC
9613,FALSE,95,Slayer,2882465935,38,bornie420,Harbinger
9613,FALSE,80,Trickster,879621829,26,null,SSF Harbinger
9614,TRUE,67,Trickster,297701015,26,null,SSF Harbinger HC
9614,FALSE,95,Berserker,2882463517,29,null,Harbinger
9614,TRUE,90,Trickster,2008554527,24,null,Hardcore Harbinger
9614,FALSE,80,Ascendant,879606159,15,null,SSF Harbinger
9615,FALSE,95,Pathfinder,2882458212,37,null,Harbinger
9615,FALSE,80,Ascendant,879535463,26,null,SSF Harbinger
9615,TRUE,90,Raider,2008488420,28,null,Hardcore Harbinger
9615,TRUE,67,Inquisitor,297513480,21,null,SSF Harbinger HC
9616,FALSE,95,Slayer,2882455412,29,null,Harbinger
9616,TRUE,90,Berserker,2008432616,19,null,Hardcore Harbinger
9616,FALSE,80,Occultist,879385517,19,null,SSF Harbinger
9616,FALSE,67,Berserker,297398275,10,null,SSF Harbinger HC
9617,TRUE,90,Gladiator,2008344689,20,null,Hardcore Harbinger
9617,FALSE,95,Berserker,2882454521,26,null,Harbinger
9617,TRUE,67,Saboteur,297384320,13,ilayt0ni,SSF Harbinger HC
9617,FALSE,80,Inquisitor,879366657,13,null,SSF Harbinger
9618,FALSE,80,Slayer,879256209,17,null,SSF Harbinger
9618,FALSE,67,Trickster,297261440,31,null,SSF Harbinger HC
9618,FALSE,95,Pathfinder,2882449730,30,null,Harbinger
9618,FALSE,90,Berserker,2008297054,26,trillerxd,Hardcore Harbinger
9619,FALSE,95,Slayer,2882448527,40,null,Harbinger
9619,FALSE,80,Inquisitor,879210780,25,null,SSF Harbinger
9619,TRUE,67,Gladiator,297206321,19,niero123,SSF Harbinger HC
9619,TRUE,90,Raider,2008262584,37,null,Hardcore Harbinger
9620,TRUE,67,Berserker,297179828,12,null,SSF Harbinger HC
9620,FALSE,80,Chieftain,879083525,26,lordbean,SSF Harbinger
9620,TRUE,90,Deadeye,2008225341,21,gerry1337,Hardcore Harbinger
9620,FALSE,95,Occultist,2882443769,38,pincoffin,Harbinger
9621,TRUE,67,Gladiator,297165851,20,selffound_hering,SSF Harbinger HC
9621,FALSE,95,Raider,2882443566,25,besrezen_,Harbinger
9621,FALSE,90,Trickster,2008117668,36,null,Hardcore Harbinger
9621,FALSE,80,Assassin,878815255,31,null,SSF Harbinger
9622,TRUE,67,Necromancer,297161680,13,null,SSF Harbinger HC
9622,FALSE,95,Pathfinder,2882430529,40,xmagierx,Harbinger
9622,FALSE,80,Necromancer,878628918,16,null,SSF Harbinger
9622,TRUE,90,Trickster,2008025600,30,null,Hardcore Harbinger
9623,FALSE,90,Trickster,2007999038,18,null,Hardcore Harbinger
9623,TRUE,67,Berserker,297137388,24,null,SSF Harbinger HC
9623,FALSE,95,Gladiator,2882424967,31,nevralgeekz,Harbinger
9623,FALSE,80,Necromancer,878622644,16,null,SSF Harbinger
9624,FALSE,95,Berserker,2882410200,26,null,Harbinger
9624,FALSE,80,Juggernaut,878573150,13,null,SSF Harbinger
9624,TRUE,90,Occultist,2007960326,25,asution,Hardcore Harbinger
9624,TRUE,67,Slayer,297097076,22,null,SSF Harbinger HC
9625,TRUE,90,Deadeye,2007949290,33,null,Hardcore Harbinger
9625,FALSE,95,Pathfinder,2882401700,40,ktpssnozst,Harbinger
9625,TRUE,67,Trickster,297083540,10,null,SSF Harbinger HC
9625,FALSE,80,Berserker,878332621,17,null,SSF Harbinger
9626,TRUE,90,Elementalist,2007916788,26,jhg123,Hardcore Harbinger
9626,FALSE,95,Raider,2882392245,28,null,Harbinger
9626,TRUE,67,Juggernaut,297077627,11,null,SSF Harbinger HC
9626,FALSE,80,Ascendant,878315971,18,null,SSF Harbinger
9627,TRUE,67,Necromancer,297074561,19,null,SSF Harbinger HC
9627,FALSE,90,Slayer,2007899676,37,null,Hardcore Harbinger
9627,FALSE,95,Necromancer,2882386233,34,null,Harbinger
9627,FALSE,80,Chieftain,878049159,13,null,SSF Harbinger
9628,FALSE,95,Hierophant,2882376493,36,null,Harbinger
9628,FALSE,80,Necromancer,877921543,21,null,SSF Harbinger
9628,TRUE,67,Assassin,297066683,17,null,SSF Harbinger HC
9628,TRUE,90,Gladiator,2007758153,37,raymo_,Hardcore Harbinger
9629,FALSE,90,Ascendant,2007640683,24,milkchunk,Hardcore Harbinger
9629,TRUE,67,Hierophant,297060299,26,null,SSF Harbinger HC
9629,FALSE,95,Slayer,2882376060,30,null,Harbinger
9629,FALSE,80,Berserker,877787738,17,null,SSF Harbinger
9630,FALSE,95,Pathfinder,2882375804,29,bananagoesbahama,Harbinger
9630,FALSE,90,Berserker,2007590986,35,null,Hardcore Harbinger
9630,FALSE,80,Champion,877731717,14,psyhotepaiieft,SSF Harbinger
9630,TRUE,67,Gladiator,296988988,23,null,SSF Harbinger HC
9631,FALSE,95,Ascendant,2882372539,40,null,Harbinger
9631,FALSE,80,Berserker,877552334,24,null,SSF Harbinger
9631,TRUE,90,Chieftain,2007542346,27,null,Hardcore Harbinger
9631,TRUE,67,Necromancer,296977708,25,rndmsnperino,SSF Harbinger HC
9632,FALSE,95,Inquisitor,2882367771,39,snnysorcier,Harbinger
9632,TRUE,90,Hierophant,2007534579,24,null,Hardcore Harbinger
9632,FALSE,80,Hierophant,877485124,14,null,SSF Harbinger
9632,TRUE,67,Saboteur,296962624,25,null,SSF Harbinger HC
9633,FALSE,80,Marauder,877407927,12,null,SSF Harbinger
9633,TRUE,90,Saboteur,2007492971,21,cojl,Hardcore Harbinger
9633,TRUE,67,Inquisitor,296920820,12,lordievetinari,SSF Harbinger HC
9633,FALSE,95,Raider,2882367577,36,null,Harbinger
9634,TRUE,90,Raider,2007426439,27,null,Hardcore Harbinger
9634,FALSE,95,Ascendant,2882365723,37,null,Harbinger
9634,FALSE,80,Elementalist,877335116,36,jasonmvand,SSF Harbinger
9634,TRUE,67,Elementalist,296885584,23,null,SSF Harbinger HC
9635,TRUE,90,Necromancer,2007393410,32,null,Hardcore Harbinger
9635,FALSE,80,Necromancer,877220167,25,kemishuko,SSF Harbinger
9635,FALSE,67,Necromancer,296772650,11,null,SSF Harbinger HC
9635,FALSE,95,Trickster,2882357203,36,frantix92,Harbinger
9636,TRUE,90,Champion,2007329303,25,khalev89,Hardcore Harbinger
9636,FALSE,80,Gladiator,877203707,22,nydualth,SSF Harbinger
9636,FALSE,95,Berserker,2882351369,36,kurokyattsu,Harbinger
9636,TRUE,67,Juggernaut,296744881,25,null,SSF Harbinger HC
9637,TRUE,67,Necromancer,296666329,14,igibek,SSF Harbinger HC
9637,FALSE,90,Necromancer,2007325114,26,null,Hardcore Harbinger
9637,FALSE,80,Occultist,876992929,36,null,SSF Harbinger
9637,FALSE,95,Pathfinder,2882346578,29,desixtysix,Harbinger
9638,TRUE,67,Inquisitor,296645466,26,gonggeigagu,SSF Harbinger HC
9638,FALSE,80,Gladiator,876904280,13,null,SSF Harbinger
9638,FALSE,95,Berserker,2882341965,29,null,Harbinger
9638,FALSE,90,Chieftain,2007310937,25,mebigji,Hardcore Harbinger
9639,TRUE,90,Raider,2007268255,24,z4tz,Hardcore Harbinger
9639,FALSE,80,Inquisitor,876875912,16,null,SSF Harbinger
9639,FALSE,95,Slayer,2882340862,34,null,Harbinger
9639,FALSE,67,Slayer,296615860,14,null,SSF Harbinger HC
9640,FALSE,95,Pathfinder,2882336700,33,6oc6,Harbinger
9640,TRUE,90,Gladiator,2007152053,21,null,Hardcore Harbinger
9640,TRUE,67,Inquisitor,296581446,12,null,SSF Harbinger HC
9640,FALSE,80,Trickster,876757620,22,veryape1,SSF Harbinger
9641,TRUE,90,Gladiator,2007115928,26,null,Hardcore Harbinger
9641,FALSE,80,Gladiator,876646963,13,null,SSF Harbinger
9641,FALSE,95,Gladiator,2882331106,26,null,Harbinger
9641,FALSE,67,Juggernaut,296556382,15,null,SSF Harbinger HC
9642,TRUE,90,Juggernaut,2007094081,24,kuraitou,Hardcore Harbinger
9642,FALSE,80,Juggernaut,876599144,16,null,SSF Harbinger
9642,FALSE,67,Juggernaut,296552439,21,null,SSF Harbinger HC
9642,FALSE,95,Ascendant,2882329248,29,null,Harbinger
9643,FALSE,67,Raider,296498755,18,null,SSF Harbinger HC
9643,TRUE,90,Ascendant,2007089503,30,brownymaster,Hardcore Harbinger
9643,FALSE,95,Slayer,2882314849,38,aelmint,Harbinger
9643,FALSE,80,Necromancer,876490669,15,null,SSF Harbinger
9644,FALSE,95,Raider,2882306754,35,null,Harbinger
9644,FALSE,90,Guardian,2007082714,36,frozenbat,Hardcore Harbinger
9644,TRUE,67,Ascendant,296494645,22,null,SSF Harbinger HC
9644,FALSE,80,Necromancer,876375066,15,null,SSF Harbinger
9645,TRUE,67,Ascendant,296312175,9,null,SSF Harbinger HC
9645,TRUE,90,Slayer,2007059669,23,decors_,Hardcore Harbinger
9645,FALSE,95,Slayer,2882299413,34,null,Harbinger
9645,FALSE,80,Gladiator,876246024,17,null,SSF Harbinger
9646,FALSE,80,Raider,876179849,19,null,SSF Harbinger
9646,TRUE,67,Ascendant,296270429,16,d3athspell,SSF Harbinger HC
9646,FALSE,95,Pathfinder,2882298792,32,0pr3ssi0n,Harbinger
9646,TRUE,90,Deadeye,2006994293,25,lothin,Hardcore Harbinger
9647,FALSE,67,Ascendant,296248893,20,null,SSF Harbinger HC
9647,FALSE,80,Gladiator,875979009,17,null,SSF Harbinger
9647,FALSE,95,Pathfinder,2882297201,36,null,Harbinger
9647,FALSE,90,Necromancer,2006882265,27,ev3rfade,Hardcore Harbinger
9648,FALSE,95,Slayer,2882290542,37,null,Harbinger
9648,FALSE,80,Juggernaut,875940951,13,null,SSF Harbinger
9648,FALSE,67,Gladiator,296236788,37,null,SSF Harbinger HC
9648,TRUE,90,Slayer,2006879522,21,suikerowns,Hardcore Harbinger
9649,FALSE,95,Pathfinder,2882290507,33,null,Harbinger
9649,FALSE,80,Necromancer,875701682,37,null,SSF Harbinger
9649,TRUE,67,Necromancer,296181434,19,null,SSF Harbinger HC
9649,FALSE,90,Ascendant,2006869467,34,null,Hardcore Harbinger
9650,FALSE,95,Slayer,2882288879,40,null,Harbinger
9650,FALSE,80,Juggernaut,875627105,12,null,SSF Harbinger
9650,FALSE,90,Gladiator,2006698867,15,null,Hardcore Harbinger
9650,FALSE,67,Berserker,296166630,11,esmerong84,SSF Harbinger HC
9651,FALSE,80,Hierophant,875609565,21,null,SSF Harbinger
9651,FALSE,95,Necromancer,2882254437,37,null,Harbinger
9651,FALSE,90,Slayer,2006635702,22,obeeezy,Hardcore Harbinger
9651,TRUE,67,Juggernaut,296128445,18,null,SSF Harbinger HC
9652,FALSE,67,Inquisitor,296109981,14,pomone0088,SSF Harbinger HC
9652,TRUE,90,Necromancer,2006608018,26,null,Hardcore Harbinger
9652,FALSE,80,Gladiator,875579356,17,null,SSF Harbinger
9652,FALSE,95,Elementalist,2882234604,32,null,Harbinger
9653,TRUE,90,Gladiator,2006460688,19,null,Hardcore Harbinger
9653,TRUE,67,Ascendant,295998213,24,null,SSF Harbinger HC
9653,FALSE,80,Slayer,875425684,15,paimf,SSF Harbinger
9653,FALSE,95,Chieftain,2882217429,27,yjoon1994,Harbinger
9654,FALSE,67,Necromancer,295961243,24,null,SSF Harbinger HC
9654,FALSE,90,Elementalist,2006282934,21,niteb,Hardcore Harbinger
9654,FALSE,80,Necromancer,875411949,25,null,SSF Harbinger
9654,FALSE,95,Pathfinder,2882200262,31,svensk3n,Harbinger
9655,FALSE,80,Ascendant,875307933,15,null,SSF Harbinger
9655,TRUE,90,Necromancer,2006275798,36,hexingcurse,Hardcore Harbinger
9655,FALSE,95,Occultist,2882198493,31,raikossa,Harbinger
9655,TRUE,67,Templar,295941490,10,null,SSF Harbinger HC
9656,TRUE,90,Slayer,2006267905,21,null,Hardcore Harbinger
9656,FALSE,95,Raider,2882192841,40,rikran,Harbinger
9656,FALSE,80,Hierophant,875228598,14,null,SSF Harbinger
9656,FALSE,67,Berserker,295749491,14,null,SSF Harbinger HC
9657,FALSE,90,Chieftain,2006019860,22,null,Hardcore Harbinger
9657,FALSE,95,Hierophant,2882191394,36,null,Harbinger
9657,TRUE,67,Gladiator,295716075,16,snigelsnabel,SSF Harbinger HC
9657,FALSE,80,Necromancer,875160610,24,xiexingwu,SSF Harbinger
9658,TRUE,90,Berserker,2005985746,36,ulumulu25,Hardcore Harbinger
9658,FALSE,80,Hierophant,875043533,16,null,SSF Harbinger
9658,TRUE,67,Champion,295683310,15,null,SSF Harbinger HC
9658,FALSE,95,Necromancer,2882182568,23,null,Harbinger
9659,TRUE,90,Slayer,2005881828,32,null,Hardcore Harbinger
9659,FALSE,95,Slayer,2882169505,30,neezor,Harbinger
9659,FALSE,80,Berserker,875021086,23,null,SSF Harbinger
9659,TRUE,67,Berserker,295673542,29,null,SSF Harbinger HC
9660,FALSE,80,Gladiator,874880469,14,null,SSF Harbinger
9660,FALSE,90,Necromancer,2005836231,24,tazoq,Hardcore Harbinger
9660,FALSE,95,Raider,2882139901,36,worldedit107,Harbinger
9660,TRUE,67,Elementalist,295647092,29,piratebadgers,SSF Harbinger HC
9661,FALSE,80,Elementalist,874782421,13,null,SSF Harbinger
9661,FALSE,95,Gladiator,2882137734,30,null,Harbinger
9661,TRUE,90,Inquisitor,2005829303,23,null,Hardcore Harbinger
9661,TRUE,67,Necromancer,295439003,12,null,SSF Harbinger HC
9662,TRUE,67,Gladiator,295420863,13,flufflo,SSF Harbinger HC
9662,TRUE,90,Inquisitor,2005740254,19,null,Hardcore Harbinger
9662,FALSE,95,Necromancer,2882129077,32,null,Harbinger
9662,FALSE,80,Inquisitor,874726537,29,null,SSF Harbinger
9663,TRUE,67,Juggernaut,295398123,11,null,SSF Harbinger HC
9663,FALSE,80,Juggernaut,874610515,19,null,SSF Harbinger
9663,TRUE,90,Berserker,2005714203,23,null,Hardcore Harbinger
9663,FALSE,95,Raider,2882121667,31,null,Harbinger
9664,FALSE,90,Juggernaut,2005643953,36,null,Hardcore Harbinger
9664,FALSE,80,Inquisitor,874551506,16,froste_,SSF Harbinger
9664,TRUE,67,Hierophant,295389490,24,null,SSF Harbinger HC
9664,FALSE,95,Gladiator,2882118081,26,fatmousedeer,Harbinger
9665,FALSE,80,Berserker,874537694,27,vayna_,SSF Harbinger
9665,FALSE,95,Pathfinder,2882113512,40,null,Harbinger
9665,TRUE,90,Saboteur,2005614127,20,derofors,Hardcore Harbinger
9665,FALSE,67,Occultist,295352757,13,null,SSF Harbinger HC
9666,FALSE,95,Gladiator,2882101887,39,null,Harbinger
9666,FALSE,67,Occultist,295346936,20,nevermorecanmore,SSF Harbinger HC
9666,FALSE,80,Slayer,874529409,36,null,SSF Harbinger
9666,FALSE,90,Champion,2005607403,21,null,Hardcore Harbinger
9667,FALSE,67,Necromancer,295325665,11,null,SSF Harbinger HC
9667,FALSE,90,Chieftain,2005515411,20,null,Hardcore Harbinger
9667,FALSE,95,Slayer,2882097515,20,null,Harbinger
9667,FALSE,80,Necromancer,874343523,22,null,SSF Harbinger
9668,FALSE,80,Necromancer,874323313,23,apenotis,SSF Harbinger
9668,FALSE,95,Pathfinder,2882091508,29,null,Harbinger
9668,FALSE,67,Assassin,295321296,19,null,SSF Harbinger HC
9668,TRUE,90,Pathfinder,2005498018,24,butche,Hardcore Harbinger
9669,FALSE,80,Inquisitor,874246937,21,null,SSF Harbinger
9669,TRUE,67,Berserker,295320913,36,null,SSF Harbinger HC
9669,FALSE,95,Gladiator,2882088671,38,null,Harbinger
9669,TRUE,90,Necromancer,2005406590,36,null,Hardcore Harbinger
9670,TRUE,90,Necromancer,2005350407,40,null,Hardcore Harbinger
9670,FALSE,67,Raider,295272735,13,null,SSF Harbinger HC
9670,FALSE,80,Elementalist,874239030,17,null,SSF Harbinger
9670,FALSE,95,Pathfinder,2882087133,33,bibel89,Harbinger
9671,FALSE,90,Inquisitor,2005313236,16,null,Hardcore Harbinger
9671,TRUE,67,Elementalist,295265988,18,null,SSF Harbinger HC
9671,FALSE,80,Hierophant,874111875,19,null,SSF Harbinger
9671,FALSE,95,Raider,2882083974,37,antmangaka,Harbinger
9672,FALSE,80,Berserker,874049449,13,null,SSF Harbinger
9672,FALSE,90,Necromancer,2005268904,36,cjcbcrb665,Hardcore Harbinger
9672,TRUE,67,Occultist,295234166,19,null,SSF Harbinger HC
9672,FALSE,95,Ascendant,2882081512,36,null,Harbinger
9673,FALSE,95,Pathfinder,2882076183,40,virus250389,Harbinger
9673,FALSE,80,Saboteur,873985102,35,mkurimski,SSF Harbinger
9673,FALSE,90,Gladiator,2005182870,23,denis_paramon,Hardcore Harbinger
9673,TRUE,67,Saboteur,295188963,18,volkrisse,SSF Harbinger HC
9674,FALSE,80,Pathfinder,873885012,26,null,SSF Harbinger
9674,TRUE,90,Ascendant,2005037282,36,null,Hardcore Harbinger
9674,FALSE,95,Berserker,2882068810,31,null,Harbinger
9674,TRUE,67,Raider,295052658,36,null,SSF Harbinger HC
9675,FALSE,95,Champion,2882065670,40,null,Harbinger
9675,FALSE,80,Gladiator,873747289,15,null,SSF Harbinger
9675,TRUE,67,Ascendant,294977425,13,null,SSF Harbinger HC
9675,TRUE,90,Berserker,2005018626,25,hardwax852,Hardcore Harbinger
9676,FALSE,67,Inquisitor,294875456,32,ukjessant,SSF Harbinger HC
9676,FALSE,95,Elementalist,2882063706,36,lezbonkpoe,Harbinger
9676,FALSE,80,Elementalist,873604361,13,null,SSF Harbinger
9676,FALSE,90,Elementalist,2005001524,29,null,Hardcore Harbinger
9677,TRUE,67,Necromancer,294836109,25,null,SSF Harbinger HC
9677,FALSE,95,Pathfinder,2882061593,26,pitxh7,Harbinger
9677,TRUE,90,Berserker,2004988367,25,null,Hardcore Harbinger
9677,FALSE,80,Slayer,873599949,22,null,SSF Harbinger
9678,FALSE,80,Ascendant,873569251,20,null,SSF Harbinger
9678,FALSE,95,Guardian,2882058963,40,null,Harbinger
9678,TRUE,90,Berserker,2004915444,18,null,Hardcore Harbinger
9678,TRUE,67,Inquisitor,294825745,25,der_agemo,SSF Harbinger HC
9679,FALSE,95,Berserker,2882051935,29,ojejkupl,Harbinger
